timestamp,Reserve Symbol,Name,decimals,price (ETH),usageAsCollateralEnabled,LTV,Liquidation Threshold,Liquidation Bonus,optimal Utilisation Rate,utilization Rate,total Liquidity,total AToken Supply,total Liquidity As Collateral,available Liquidity,total Principal Stable Debt,total ScaledVariable Debt,total Current Variable Debt,reserve Factor,liquidity Rate,stable Borrow Rate,average Stable Rate,variable Borrow Rate
1615939223,TUSD,TrueUSD,18,555905000000000,True,7500,8000,10500,800000000000000000000000000,0.99523781,14000625295340228919427271,14158908478080365176968683,-2016679049355535759697061,66673568401884005096257,11586857158731272789328789,2288617722600500176680002,2481119287568065532080251,1000,185174726782037550216890246,823824723471788436606922129,85203745169715563478569349,773824723471788436606922129
1615939223,AmmUniWBTCUSDC,Uniswap V2,18,28983313357329653887200665856,True,6000,7000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
1615939223,GUSD,Gemini dollar,2,555496871446452,False,0,0,0,800000000000000000000000000,0.81678491,665782606,673866663,234759866,121981416,0,539511069,551831463,0,110499694112923461550647711,174922804871283547988930465,0,134922804871283547988930465
1615939223,YFI,yearn.finance,18,19187356413947338000,True,4000,5500,11500,450000000000000000000000000,0.06202596,788010835881983107811,795450948560422285735,303259956097406558260,739133706303629852879,0,55237179844653742485,56321228950958013944,2000,623867423122072584922429,15734244111073598071464348,0,11013970877751518650025044
1615939223,BAT,Basic Attention Token,18,570870000000000,True,7000,7500,11000,450000000000000000000000000,0.1000025,2966423502789842020961421,2967426489989894187048104,1604566124231320558515228,2669773729209582508375604,137105248871581509598133,159433058763794197625291,160468072119504443760145,2000,2441660864160810821166432,52285195860794635557455070,47797141929963083079200370,15599637102556244890218549
1615939223,MANA,Decentraland MANA,18,495090000000000,True,6000,6500,11000,450000000000000000000000000,0.05695436,39073625386754336320396245,39083111300564419059697517,551923088396269935002623,36848211699106039256735269,31034164046595579007837,2193423027450128784397630,2203626901426443289915941,3500,346039409783283671572085,42706180809449019656608870,38879624586170883037344122,8894326566614313759626209
1615939223,AmmBptWBTCWETH,Balancer Pool Token,18,83659713328939297020,True,6000,7000,11500,450000000000000000000000000,0,404380241584165458,404380241584165458,0,404380241584165458,0,0,0,1500,0,0,0,30000000000000000000000000
1615939223,UNI,Uniswap,18,16427605000000000,True,6000,6500,11000,450000000000000000000000000,0.0241035,1587679158971644177920068,1588914073414590033568047,27300842587970708918913,1549410528014179316681223,1533265091599495689,39339748614792417671421,39502648574288885954744,2000,76920860976282890281066,6629964822240697825023720,113977414605081642318524,3867479479640407064597171
1615939223,AmmWBTC,Wrapped BTC,8,31017410957472915000,True,7000,7500,11000,650000000000000000000000000,0,0,0,0,0,0,0,0,2000,0,0,0,0
1615939223,WBTC,Wrapped BTC,8,31017410957472915000,True,7000,7500,11000,650000000000000000000000000,0.02437344,712541964635,712657878539,610016037557,695174865098,2325425603,15073129931,15128317715,2000,166551623517901259625176,33768388215785261730680232,44156065393675707285140784,3014710572628209384544186
1615939223,AmmUniYFIWETH,Uniswap V2,18,17646230403256953604,True,5000,6000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
1615939223,AmmUniCRVWETH,Uniswap V2,18,312411176369510232,True,5000,6000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
1615939223,REN,Republic Token,18,608000000000000,True,5500,6000,11000,450000000000000000000000000,0.23973917,13246172774327488171109037,13260312457737912244312871,44594600377617059295035,10070546228394989469070763,634247828565058297717133,2532649516977366978944527,2553516384923401868511508,2000,6087866348111544211408046,53430749808459490253130838,8493355982202156901566673,37401524865921643177191587
