timestamp,Reserve Symbol,Name,decimals,price (ETH),usageAsCollateralEnabled,LTV,Liquidation Threshold,Liquidation Bonus,optimal Utilisation Rate,utilization Rate,total Liquidity,total AToken Supply,total Liquidity As Collateral,available Liquidity,total Principal Stable Debt,total ScaledVariable Debt,total Current Variable Debt,reserve Factor,liquidity Rate,stable Borrow Rate,average Stable Rate,variable Borrow Rate
1614902403,TUSD,TrueUSD,18,653780000000000,True,7500,8000,10500,800000000000000000000000000,0.81076897,16714387268064231721594094,16821266554630494290020876,660211062023343496271668,3162880639997873052302414,11803438704127356981206486,1708773814982213186142256,1839963294478930926044018,1000,62105476269551421451214988,135217167993542452870490021,84939334477714987673152792,85217167993542452870490021
1614902403,GUSD,Gemini dollar,2,649198115253801,False,0,0,0,800000000000000000000000000,0.82773431,660189212,665654232,382020783,113727947,0,542194119,551913946,0,154013584993041271014053944,225748813912916900645082245,0,185748813912916900645082245
1614902403,YFI,yearn.finance,18,20967545160000000000,True,4000,5500,11500,450000000000000000000000000,0.02292038,871700334983726637771,872724463783495022291,368223710286357881945,851722562999213850201,0,20856868285071033557,21002398332547078414,2000,72071274623781028930281,5347869870546034434362520,0,3743508909382224104053764
1614902403,BAT,Basic Attention Token,18,446821564965493,True,7000,7500,11000,450000000000000000000000000,0.07404552,2319410206134076879938452,2320332821986020328605253,1205647026180353746834782,2147668260637021916898275,9450613219881185863569,162145807805424956512522,163131147413433283440094,2000,830985258671553116255131,46529614114140608393765344,55286400292511537836179540,11570729879898425875635742
1614902403,MANA,Decentraland MANA,18,275490000000000,True,6000,6500,11000,450000000000000000000000000,0.07418899,18116806002142697016544097,18125202624476126993201891,307255617234493590954353,16772738430884457941990227,75491283680845738949188,1271655989504871731675798,1276803572405355163664403,3500,624362626839223865436934,46580006723501616477221712,34325890954702026827409456,11606004706451131534055198
1614902403,UNI,Uniswap,18,18315000000000000,True,6000,6500,11000,450000000000000000000000000,0.02354573,1321357785014136297999071,1321530219385575237772112,-98585521308529129130686,1290245449848275540790589,1533265091599495689,31209810190245175237408,31283070678449022758389,2000,69737842231073736210891,6312851044273533455494279,113977414605081642318524,3682496442492894515704996
1614902403,WBTC,Wrapped BTC,8,31331659200000000000,True,7000,7500,11000,650000000000000000000000000,0.03586855,540243503215,540352429220,552887737489,520865749051,2439863623,16959512051,17019507060,2000,271152728964206610981003,35540849252138888768440529,44130797324098867061964471,4432679401711111014752423
1614902403,REN,Republic Token,18,674545000000000,True,5500,6000,11000,450000000000000000000000000,0.26601311,10603932452005788165862301,10616747090877157366724166,-359001697668808911875018,7783147397856281985690424,627793795040382996210977,2187364940926291846005083,2203593733735837499426995,2000,7304141883319791351336985,59281776024815062220365435,8698436609567445093075353,41497243217370543554255804
1614902403,BUSD,Binance USD,18,651310000000000,False,0,0,0,800000000000000000000000000,0.81842168,12045268083277592914958548,12237170740351083322025384,3136938456608037352109433,2187159500027455918183081,0,9728100471914320519760453,10050079702061617730121195,1000,109712060794468435288978421,0,0,148358862799729545136286925
1614902403,LINK,ChainLink Token,18,18105293608697625,True,7000,7500,11000,450000000000000000000000000,0.02581974,12601231013656104224346196,12601655379688651544352230,4038617318642832653211715,12275870431162367013598112,6261801855885914293032,319141456596866916738234,319441942299218947204939,2000,95250689818574863825199,35743640135705784431004193,34499169805380455433629852,4020548094994049101702936
1614902403,SUSD,Synth sUSD,18,655030000000000,False,0,0,0,800000000000000000000000000,0.94346697,6632828628306750638364650,6746965680446734554648728,5012031966886361723697116,374973854670288770353671,0,6100119658703918081633549,6371775130061194733724566,2000,576209460042992990791843369,0,0,762573449384483885394238205
1614902403,DAI,Dai Stablecoin,18,649715515213317,True,7500,8000,10500,800000000000000000000000000,0.80855168,102469121054444133139299617,103467539379057102164463103,702069871392228382159732711,19617540471458768892545659,59688106191319546530965584,23007771941747623831555774,23916607900167779203700828,1000,72433525350173144713859760,127687294384777644801113490,108035656727386338509727159,77687294384777644801113490
1614902403,AAVE,Aave Token,18,242728010000000000,True,5000,6500,11000,450000000000000000000000000,-0.00000453,1918450510660202276251103,1918459210453412497227186,1455421245935197849597223,1918459210453412497227186,0,0,0,0,0,0,0,0
1614902403,XSUSHI,SushiBar,18,12796571636007811,True,2500,4500,11500,450000000000000000000000000,0.00033204,15678597654456819396547841,15678597679504472981137405,7098636766927379672472444,15673391639176566666694150,0,5206021873855834632317,5206040338328523746552,3500,11148065419043911438,0,0,51651844998383208254316
1614902403,MKR,Maker,18,1423700000000000000,True,6000,6500,11000,450000000000000000000000000,0.16726645,15156324077620571962728,15158576029913132805058,1031589225780722879203,12621179438975714394776,2516104098041180399925,20967707303245110025,21070564105716729771,2000,4194451627978256262961720,67196545614542543688602774,31367753964049820875551385,26037581930179780582021942
1614902403,USDC,USD Coin,6,653700000000000,True,8000,8500,10500,900000000000000000000000000,0.86306696,270919883356566,272833281255330,208198396839392,37097880905829,145680937457791,86621688032240,89612250602012,1000,56331966162348254426595132,89197715266012324713801765,93401098759429064049424732,38395430532024649427603529
1614902403,BAL,Balancer,18,24641000000000000,True,5500,6000,11000,450000000000000000000000000,0.37282383,142444745213556212187003,142672751574677301730736,15455003393990636159195,89337949049730648173647,0,53044669902214236894741,53316506914018714780936,2000,17390663163013550189086425,113072599638627312994036392,0,58150819747039119095825473
1614902403,SNX,Synthetix Network Token,18,14075873026075196,True,1500,4000,11000,800000000000000000000000000,0.41275508,486971997009685653715050,489162252089366715182295,158013739729088418552191,285971827940999397777426,0,198848065941634766200345,203137875989771387873459,3500,24923388047064000084597940,0,0,92308156670457484266015628
1614902403,WETH,WEthereum,18,1000000000000000000,True,8000,8250,10500,650000000000000000000000000,0.12101491,242452788206458101514237,243615608349752709796169,948829272011299946288770,213112384119876965795180,782079207858815513589,29589600075755774277913,29716276589106600252387,1000,1855471106662916997722751,49260766108985335772839498,56696681235115906271571007,15408612887188268618271598
1614902403,CRV,Curve DAO Token,18,1355690000000000,True,4000,5500,11500,450000000000000000000000000,0.34938787,8264164708525438829409188,8651475492487444190585594,6205767730216603617689892,5376765776160309349919240,0,3127546779037630109332790,3274917410036862202830667,0,22289288270023135643800655,114118752547610183919982847,0,58883126783327128743987993
1614902403,USDT,Tether USD,6,650430000000000,False,0,0,0,900000000000000000000000000,0.83452332,124616637920468,125706639459339,72659619851965,20621147407073,74379553651542,29095472308451,30502013940622,1000,58256972004984262958255426,88574126973007906368020148,93967768587442672512772781,37148253946015812736040296
1614902403,KNC,Kyber Network Crystal,18,1303290707692164,True,6000,6500,11000,650000000000000000000000000,0.39951416,1367084431662487955452152,1367898050355573698553654,263310448190931717565407,820914838786240374687076,2355590355633331074388,540521788068795509953147,544197749637780354692102,2000,15814929203122700480677690,91518341376566370185081569,100960473233140323479813439,49214673101253096148065255
