timestamp,Reserve Symbol,Name,decimals,price (ETH),usageAsCollateralEnabled,LTV,Liquidation Threshold,Liquidation Bonus,optimal Utilisation Rate,utilization Rate,total Liquidity,total AToken Supply,total Liquidity As Collateral,available Liquidity,total Principal Stable Debt,total ScaledVariable Debt,total Current Variable Debt,reserve Factor,liquidity Rate,stable Borrow Rate,average Stable Rate,variable Borrow Rate
1615248014,TUSD,TrueUSD,18,549080000000000,True,7500,8000,10500,800000000000000000000000000,0.84695909,16558118229153471596565636,16678723037934402514047835,678065709132766904120953,2534069466064225654610712,11593236848953046175420936,2351566506088028817184919,2534812477705280583950676,1000,83564495710370303313005297,270769714464075011319096248,85128078212725251541277591,220769714464075011319096248
1615248014,AmmUniWBTCUSDC,Uniswap V2,18,0,True,6000,7000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
1615248014,GUSD,Gemini dollar,2,544637564332978,False,0,0,0,800000000000000000000000000,0.91927743,563810898,569778832,284841309,45512261,0,514532473,524200475,0,589448457493729648212095055,680618684102791831240470580,0,640618684102791831240470580
1615248014,YFI,yearn.finance,18,21750000000000000000,True,4000,5500,11500,450000000000000000000000000,0.53348258,985402337500783900579,990463081127436972510,378181028608980190214,459707347618839599213,0,523643675165436759589,530748929057684427467,2000,230799172357657947922625576,568375988330396562703046035,0,538375988330396562703046035
1615248014,BAT,Basic Attention Token,18,402430000000000,True,7000,7500,11000,450000000000000000000000000,0.06565332,2661567497656382861835157,2662513900628183324755691,1331322129406637056206639,2486826733873237455192803,9450613219881185863569,165126312629909867591640,166148913382658275304068,2000,669339361687008340493437,44657484355289434915719011,55286400292511537836179540,10260239048702604441003309
1615248014,MANA,Decentraland MANA,18,265760000000000,True,6000,6500,11000,450000000000000000000000000,0.16732824,8416965401626757332449634,8425706647963035292334581,411976601628054246953825,7008569352642337492081840,109820048816454614230189,1301534629030307437438507,1306821530187625269626920,3500,3016062017699799618652240,67372523037017632385427376,44609212120104501650199917,26160766125912342669799162
1615248014,AmmBptWBTCWETH,Balancer Pool Token,18,0,True,6000,7000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
1615248014,UNI,Uniswap,18,18373405375690287,True,6000,6500,11000,450000000000000000000000000,0.44793581,1374988285626195127095552,1375785317616381885807623,-58276193900617318691854,759081792353446536845728,1533265091599495689,614621185175247900146962,616675090363484798675811,2000,25004966163108177212465702,119534880101349895481444014,113977414605081642318524,69728680059120772364175676
1615248014,AmmWBTC,Wrapped BTC,8,28576475990000000000,True,7000,7500,11000,650000000000000000000000000,0,0,0,0,0,0,0,0,2000,0,0,0,0
1615248014,WBTC,Wrapped BTC,8,28576475990000000000,True,7000,7500,11000,650000000000000000000000000,0.03498397,539472208023,539584356932,553041880622,520599326912,2439863623,16457617919,16516625926,2000,265664474937048647919888,35405698118585848007310735,44130797324098867061964471,4324558494868678405848588
1615248014,AmmUniYFIWETH,Uniswap V2,18,0,True,5000,6000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
1615248014,AmmUniCRVWETH,Uniswap V2,18,0,True,5000,6000,11500,450000000000000000000000000,0,0,0,0,0,0,0,0,1500,0,0,0,30000000000000000000000000
