timestamp,Reserve Symbol,Name,decimals,price (ETH),usageAsCollateralEnabled,LTV,Liquidation Threshold,Liquidation Bonus,optimal Utilisation Rate,utilization Rate,total Liquidity,total AToken Supply,total Liquidity As Collateral,available Liquidity,total Principal Stable Debt,total ScaledVariable Debt,total Current Variable Debt,reserve Factor,liquidity Rate,stable Borrow Rate,average Stable Rate,variable Borrow Rate
1613952021,TUSD,TrueUSD,18,516735300161505,True,7500,8000,10500,800000000000000000000000000,0.93716199,6549777468830713597089080,6631585618117633615267417,283555645612789750619389,411574953017830538690830,4237826309006932703318049,1843297208222688473453165,1972854487555489633689248,1000,205743766481794148036962216,608454044608918628919668325,97040313795177254501965437,558454044608918628919668325
1613952021,GUSD,Gemini dollar,2,516331413009704,False,0,0,0,800000000000000000000000000,0.81980928,599493419,604005618,367013694,108023147,0,488151047,495970400,0,119709529219936526618460569,185781655321092151534008155,0,145781655321092151534008155
1613952021,YFI,yearn.finance,18,22221527520000000000,True,4000,5500,11500,450000000000000000000000000,0.04121473,696491380198372678921,697490516296772042600,312298163527423789486,667785671508783625265,0,29503329367143820682,29705149493821093499,2000,225720691875117158451720,9464232833412673995756345,0,6624962983388871797029442
1613952021,BAT,Basic Attention Token,18,312298195789619,True,7000,7500,11000,450000000000000000000000000,0.10196485,2135563858146326569400510,2136376688550865573983278,937534897890545581255087,1917811394338622655219743,12948163130581096147366,204383679400058080278093,205504784309804659368840,2000,1478958904359897343903040,52728848057210319909434596,52391078875687385714532751,15910193640047223936604218
1613952021,MANA,Decentraland MANA,18,163770000000000,True,6000,6500,11000,450000000000000000000000000,0.0422723,5050299649852540482901962,5058649275462077561726888,708831589531883652732628,4836811863414526957850130,11880948852309085946636,209016184336761679478061,209841482409531635981188,3500,231814059476456350594009,39740425584430062304252959,31412439791721405575362074,6818297909101043612977071
1613952021,UNI,Uniswap,18,14856000000000000,True,6000,6500,11000,450000000000000000000000000,0.03993559,1106735354177421373435104,1106896940535874937043311,23720875224274239581763,1062537220402084182893060,1533265091599495689,44261896174838501451715,44358252686047871882466,2000,199859701624246651862468,10686880708488546310089162,113977414605081642318524,6234013746618318680885344
1613952021,WBTC,Wrapped BTC,8,29822346229662834000,True,7000,7500,11000,650000000000000000000000000,0.06302171,425869657961,425966814934,388465261525,399030620286,4908213619,21938310138,22012568948,2000,681978498160880484102080,39723738329174269902221164,39085191475815748108334321,7778990663339415921776931
1613952021,REN,Republic Token,18,711000000000000,True,5500,6000,11000,450000000000000000000000000,0.26154018,11842671272763128318053899,11852341331115339522088787,164204761095181594440577,8745336847002009065887864,897724712555116423062597,2194573466081461896379355,2208075778148654857500038,2000,6589731632836738385149161,58239737679185797871547395,8461839211629225239390949,40767816375430058510083178
1613952021,BUSD,Binance USD,18,516508451374019,False,0,0,0,800000000000000000000000000,0.85495461,11212197201681193392882427,11370047583098142978727966,1737139576774960294120845,1626277412641670844350985,0,9464370662692025236816963,9743760824233911001802964,1000,252182057024496569360375106,0,0,326818464447055233380515225
1613952021,LINK,ChainLink Token,18,17522050000000000,True,7000,7500,11000,450000000000000000000000000,0.02971453,12197798456402269538212261,12198134365034998875919344,3284977843618464169776657,11835346567152557964034177,8537370331981111358893,353882396470104224160357,354172052703764068287053,2000,126337456213746286982126,36607873772646855759134956,33727241490215820990946102,4625511640852799031394469
1613952021,SUSD,Synth sUSD,18,524973688410075,False,0,0,0,800000000000000000000000000,0.8032163,7253689495493263804656377,7356077967498107615816369,4584675010789400337150158,1427407839803186530834862,0,5687703361595525545551329,5928719490353338235802584,2000,45199751499777941989028231,0,0,70097179860899212936841710
1613952021,DAI,Dai Stablecoin,18,517945201771734,True,7500,8000,10500,800000000000000000000000000,0.81806907,114767262181743583203103405,115536595106662160328285401,699023116292745924853424096,20879713943154858501867130,63602205052116584900749749,29889251348359382328666560,30946222295297455586366656,1000,79478108064270264068820534,161888000775032832408489401,105815413903554589786444008,111888000775032832408489401
1613952021,AAVE,Aave Token,18,225519932328767130,True,5000,6500,11000,450000000000000000000000000,-0.00000573,1365888409121148617076233,1365896239322284493249158,882661850552446378164883,1365896239322284493249158,0,0,0,0,0,0,0,0
1613952021,XSUSHI,SushiBar,18,10038910766770815,True,2500,4500,11500,450000000000000000000000000,0.00102722,8604684612349564431827200,8604684618067930082943653,3989797419480676162882879,8595845700260916997542477,0,8838909780031109458703,8838917270415749272984,3500,106690846250570760705,0,0,159790025014559924257780
1613952021,MKR,Maker,18,1348000000000000000,True,6000,6500,11000,450000000000000000000000000,0.00644205,14725049230676201081164,14726051160056597101172,1655444788527109879877,14630189703924693122635,78948406629887,95320891684305810827,95756405065598532566,2000,5262096643809336210425,31445017632576496091205304,34842943181351304564834036,1011512342803547263843713
1613952021,USDC,USD Coin,6,516454211788190,True,8000,8500,10500,900000000000000000000000000,0.90939173,213248678827124,214741549223455,175168205024083,19322092773576,111976305805096,80665225657546,83267939402640,1000,84416282078697476194343562,150091672776834952171083492,105285872667618244853366268,100091672776834952171083492
1613952021,BAL,Balancer,18,23606220000000000,True,5500,6000,11000,450000000000000000000000000,0.42464721,109183180845284414446140,109350194830725678357958,9068495553259922258165,62818846721660239457833,0,46342942168167660532637,46472496789571985458466,2000,22533502157028719945056889,124561440002407202772337892,0,66193008001685041940636524
