timestamp,Reserve Symbol,Name,decimals,price (ETH),usageAsCollateralEnabled,LTV,Liquidation Threshold,Liquidation Bonus,optimal Utilisation Rate,utilization Rate,total Liquidity,total AToken Supply,total Liquidity As Collateral,available Liquidity,total Principal Stable Debt,total ScaledVariable Debt,total Current Variable Debt,reserve Factor,liquidity Rate,stable Borrow Rate,average Stable Rate,variable Borrow Rate
1614124806,TUSD,TrueUSD,18,644010802259500,True,7500,8000,10500,800000000000000000000000000,0.844278,7109108038354945778976732,7197655516205607209053391,679513704329449357682018,1107056666726035129135721,3953308507487002816143866,1983467825914050128306704,2128248229758060100627428,1000,103909529178865704717625982,263848445125116601933248803,94727005667186811065049032,213848445125116601933248803
1614124806,GUSD,Gemini dollar,2,638463385607915,False,0,0,0,800000000000000000000000000,0.80127896,591915882,596601522,357813694,117626137,0,471245303,478978664,0,43517102810377499794876777,94203901788581148209700715,0,54203901788581148209700715
1614124806,YFI,yearn.finance,18,21120229670000000000,True,4000,5500,11500,450000000000000000000000000,0.03543736,759257553944056695836,760260870601183409632,334384387200913968310,732351467057648547386,0,27719068331762348298,27909848224527049761,2000,167714276782894008177580,8158019639450272397917292,0,5710613747615190678542104
1614124806,BAT,Basic Attention Token,18,300000000000000,True,7000,7500,11000,450000000000000000000000000,0.10700607,1992902689108511625488772,1993738093762460457957427,1107495908267944724149627,1779650000501573271902707,8455283644672505881235,204383679400058080278093,205504784309804659368840,2000,1568420743412554510713962,53854680682597970365157250,56312661888649356323980613,16698276477818579255610076
1614124806,MANA,Decentraland MANA,18,146950591240185,True,6000,6500,11000,450000000000000000000000000,0.01458123,6312167447313040853484665,6320525316562370579635093,633523198403600707083761,6220128229487073716278924,11880948852309085946636,88048637872003758478086,88399070731811277997538,3500,60836047236508401256038,33525966804479715190862843,31412439791721405575362074,2468176763135800633603991
1614124806,UNI,Uniswap,18,15480090000000000,True,6000,6500,11000,450000000000000000000000000,0.05690108,989050296971848202651109,989214201994119337442851,-165332359781237506441268,932772258551698850703712,1533265091599495689,56315287084190327440011,56440312697399605036340,2000,405124094034937050794246,15215311059273486839878961,113977414605081642318524,8875598117909533989929393
1614124806,WBTC,Wrapped BTC,8,31299838740000000000,True,7000,7500,11000,650000000000000000000000000,0.04180456,520236826359,520336804056,485294706343,498488554154,4497923095,17275612976,17334689806,2000,408090030191902598721244,36455437702829773369814090,39106240888092646457308982,5164350162263818695851272
1614124806,REN,Republic Token,18,704460000000000,True,5500,6000,11000,450000000000000000000000000,0.25524811,12139312896608151629477097,12149560104573434433385269,-526401539990260126211119,9040776202078975063376062,899007121674256404541374,2194573568854245064199488,2208720453885711607084247,2000,6292863366179184255268703,56847431875006568153112667,8530166490178586904267913,39793202312504597707178867
1614124806,BUSD,Binance USD,18,643700000000000,False,0,0,0,800000000000000000000000000,0.75310569,9903899782189111323826865,10068782398070869007216681,1530658221943029723856895,2445216439512754092777077,0,7399324322236240442114944,7623629488523123718257197,1000,25824282493002298089735409,0,0,37877201067691761190221195
1614124806,LINK,ChainLink Token,18,16368180000000000,True,7000,7500,11000,450000000000000000000000000,0.03025779,11955273148762557105211933,11955628079578500783073581,3081703467356448798685625,11593532905638938465524288,6135085322857959509116,355582300176291891868969,355882305878289435196860,2000,126227014542714109478306,36728954387832872073607144,34243837338516188709845792,4710268071483010451525000
1614124806,SUSD,Synth sUSD,18,648376385294813,False,0,0,0,800000000000000000000000000,0.40188152,8075223129505522556584684,8178590218319882888727392,5758291176359547503915425,4829940130257537984793631,0,3211936559177582927962653,3348699918177255620889047,2000,6706735133778638812673387,0,0,20473664690552224773487334
1614124806,DAI,Dai Stablecoin,18,640290000000000,True,7500,8000,10500,800000000000000000000000000,0.76588723,101636397896641240856404567,102450938614846480136266795,693007778909417388244611720,23794378097834965668096599,53431368422156083628126281,24191114578396135947635642,25063642515431713818719549,1000,56763548321745402592714005,89186326632887945595629306,102731716070529978178418349,38372653265775891191258613
1614124806,AAVE,Aave Token,18,228604933897738000,True,5000,6500,11000,450000000000000000000000000,-0.00000636,1330112039827931445580481,1330120510025668590408462,879675668203282873958583,1330120510025668590408462,0,0,0,0,0,0,0,0
1614124806,XSUSHI,SushiBar,18,10475923387340888,True,2500,4500,11500,450000000000000000000000000,0.00065837,11597055902815622419750981,11597055914162424148422116,7081131792509400502139873,11589420657991823283611258,0,7635244083263139518670,7635254030108081728783,3500,43827894401820112728,0,0,102414485622849502697138
1614124806,MKR,Maker,18,1410156520000000000,True,6000,6500,11000,450000000000000000000000000,0.0081589,13979741058666078873654,13980744993826900197909,1986859161668751112,13865681637155157346295,78948406629887,114434561276184716370,114958439967739237670,2000,8414177840985260958626,31827265504608824106859190,34842943181351304564834036,1279085853226176874801433
